battery_id,cycle_idx,rated_capacity,ambient_temperature,capacity,soh,computed_q_max_Ah,capacity_reported_Ah,duration,q_gap_abs,q_gap_pct,dv_dt_mean,dv_dt_std,dv_dt_max,dv_dt_min,dT_dt_mean,dT_dt_std,dT_dt_max,dT_dt_min,dq_dt_mean,dq_dt_std,dq_dt_max,dq_dt_min,test_condition
B0005,21,2.0,24,1.8246195526864504,0.9123097763432252,1.8302014207605655,1.8246195526864504,3530.25,0.005581868074115093,0.3059195581838809,-0.00026039734708400243,0.0016400044095290383,0.01408299471497805,-0.009849540177073804,0.003103568132919287,0.005047130235754322,0.01116708254320209,-0.01560269175907536,4.1354339118312707e-16,5.809834305325382e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,24,2.0,24,1.8142019357673917,0.9071009678836959,1.8198111169835889,1.8142019357673917,3491.016,0.005609181216197134,0.3091817457368382,-0.00025506577572630666,0.001357489010701117,0.011273520621007518,-0.007251173160149116,0.00312243760829379,0.004864120927656806,0.009936984606555344,-0.015802434190898995,2.6597856418827278e-16,5.709411317822026e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,26,2.0,24,1.8137521577549054,0.9068760788774527,1.8193025954854467,1.8137521577549054,3470.281,0.005550437730541313,0.3060196348663063,-0.000262352950224162,0.0014866411999343888,0.012506133052314572,-0.008462230795424769,0.0032415211938834165,0.004691142194527665,0.010350033086806376,-0.015650017369441938,-1.1460366705808067e-16,5.3879976904365876e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,28,2.0,24,1.8134404914735822,0.9067202457367911,1.8189899168088732,1.8134404914735822,3470.0,0.005549425335291014,0.3060164014966717,-0.00026502279678371936,0.0015670597153212772,0.013288985065617542,-0.009190172471665897,0.0032973095393189007,0.0047739999080182605,0.010951353069671432,-0.015835178832102836,0.0,5.051235985129878e-15,7.105427357601002e-15,-1.4210854715202004e-14,nasa_room_ambient
B0005,30,2.0,24,1.8025980036306504,0.9012990018153252,1.8081760591487044,1.8025980036306504,3450.297,0.005578055518054015,0.3094453398272458,-0.000253878747627116,0.001315406858738651,0.01087887695145745,-0.006670789542112698,0.0032103742058582304,0.0047751080100186995,0.010080892271594144,-0.01574710848218852,-6.145234471438705e-16,5.689529750522919e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,32,2.0,24,1.80210690024615,0.901053450123075,1.8076553339151464,1.80210690024615,3429.407,0.005548433668996378,0.30788593441590595,-0.00026071230614498433,0.0014050191318624936,0.011744745727885253,-0.0074721742172576405,0.003345698391143255,0.004615012071400933,0.010293019499791445,-0.01586024060036062,0.0,5.238190544606067e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,34,2.0,24,1.802579500826209,0.9012897504131046,1.8082074642072723,1.802579500826209,3409.484,0.005627963381063195,0.3122172075341824,-0.00026951287464307587,0.0015101557793894228,0.012719632400811573,-0.008469021413057276,0.0034693282616456095,0.004439994244592282,0.010719934062131009,-0.015877952086478353,7.765494379891805e-17,5.656564355929138e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,36,2.0,24,1.8030683142834096,0.9015341571417048,1.808641165126713,1.8030683142834096,3390.422,0.005572850843303279,0.3090759678464034,-0.00027896191057933854,0.001659141008640032,0.014142667288066797,-0.009701913967150602,0.0036122540238848265,0.004252399301963951,0.011986274860369073,-0.01583482978091725,-1.5616323862859346e-16,5.368927573639241e-15,1.4210854715202004e-14,-7.105427357601002e-15,nasa_room_ambient
B0005,38,2.0,24,1.8027776247196041,0.9013888123598021,1.8083345430927007,1.8027776247196041,3390.281,0.0055569183730965754,0.3082420314574779,-0.0002802186654477474,0.0017247532459100253,0.014764921339920453,-0.010253426172470582,0.003638701740153463,0.004257362507859168,0.012193763623332798,-0.01594908004145079,7.808161931429673e-17,5.523412290496948e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,41,2.0,24,1.8470259949329193,0.9235129974664597,1.8525634217967646,1.8470259949329193,3591.734,0.005537426863845285,0.2998023243330906,-0.0002578758865228145,0.0012954736675213738,0.01042678600354574,-0.007358928654025265,0.002926658426991389,0.005129610509058593,0.010291463804898093,-0.015836731891880174,-2.590520390792032e-16,5.09561595033832e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,45,2.0,24,1.847417311283644,0.923708655641822,1.8529812339688831,1.847417311283644,3552.297,0.005563922685239087,0.30117302957246284,-0.00026945167402945544,0.0015064752537512654,0.012441346910615075,-0.009442926321896541,0.003158677774517329,0.004826180495041181,0.01044352649714464,-0.015448319696460433,-7.47939721852737e-17,5.551405926282143e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,49,2.0,24,1.8361774213478947,0.9180887106739474,1.8417781841450467,1.8361774213478947,3531.578,0.005600762797151937,0.30502296412296304,-0.00026208875529429873,0.001344776558459131,0.010886092129171188,-0.007786604685139531,0.003133043196968323,0.004868238588703671,0.010240818989245448,-0.015744842959146133,1.8797426871960321e-16,5.682173303608739e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,53,2.0,24,1.8257807475776242,0.9128903737888121,1.8313862623407038,1.8257807475776242,3492.907,0.005605514763079578,0.3070201485318957,-0.0002590099161048206,0.0012556931621708893,0.010082686403438484,-0.006643765067449167,0.003243799580824199,0.004742669254848525,0.010544000179063429,-0.015731094635129228,-5.3195712837654555e-16,5.854488463800238e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,57,2.0,24,1.8251136435078368,0.9125568217539184,1.8306771287941825,1.8251136435078368,3511.594,0.0055634852863457596,0.3048295269796371,-0.0002569582399674362,0.0013717397892033818,0.011275062125079671,-0.007690792770755725,0.0031945122379654777,0.004926901150855368,0.01023442586471024,-0.015688901357823304,5.291275691830533e-16,5.746305315644535e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,61,2.0,24,1.8255815042203762,0.9127907521101881,1.8311525523966894,1.8255815042203762,3431.9370000000054,0.005571048176313154,0.3051656780830663,-0.00028114913311546853,0.0015931568158257367,0.013370429011519691,-0.009549913029407567,0.003617050533350798,0.004247058695553247,0.01092261966338448,-0.015669703701679628,-4.633974363652827e-16,4.947730689862824e-15,1.4210854715202004e-14,-7.105427357601002e-15,nasa_room_ambient
B0005,65,2.0,24,1.8140311275083907,0.9070155637541953,1.8195860677667768,1.8140311275083907,3431.125,0.0055549402583860985,0.3062207794645687,-0.00026210778366524286,0.0013135380838613432,0.010735295729417116,-0.006802289844984696,0.003473514757224751,0.004477494322146732,0.010521612585299045,-0.01581925537671358,-3.4754807727396206e-16,5.3562843954240896e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,69,2.0,24,1.8147691941158939,0.9073845970579469,1.8203956862027209,1.8147691941158939,3412.406,0.005626492086826973,0.31003899036141874,-0.00027694899503227023,0.0015283934647761475,0.012733521840078074,-0.008864834855192086,0.0036497210059222612,0.004288817419090785,0.010877968181039255,-0.015623092939214156,-2.3296483139675417e-16,5.247314121855324e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,73,2.0,24,1.813969388710352,0.906984694355176,1.819557980042869,1.813969388710352,3410.688,0.005588591332516879,0.3080863088042576,-0.0002781310567291579,0.001678492934332782,0.014257908115876912,-0.010020515508104469,0.003688053733213528,0.004323406225001303,0.011956199371276566,-0.016570458763010262,-1.9413735949729513e-16,5.222547559446113e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,77,2.0,24,1.802765665167823,0.9013828325839115,1.8083023477598643,1.802765665167823,3410.718,0.00553668259204132,0.3071215909543018,-0.0002602919689121666,0.0013792465245130836,0.011412051409784824,-0.007167510738634503,0.0035323529606581905,0.004533753864539139,0.010411600420258238,-0.015816453401208186,3.8827471899459027e-17,5.533698051500987e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,81,2.0,24,1.804077040117352,0.902038520058676,1.8096534396801862,1.804077040117352,3392.719,0.005576399562834178,0.30909985764640313,-0.0002738733491499749,0.0015729891239423203,0.013234299961357249,-0.008997964058596528,0.003694965350700225,0.0043368750906002,0.011621469323635614,-0.015887667861833488,-4.684897158857804e-16,5.940364207875732e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,85,2.0,24,1.8518025516704486,0.9259012758352243,1.854535199554651,1.8518025516704486,3470.672,0.002732647884202466,0.14756691428778065,-0.00027024801120650583,0.0017750836457770063,0.021348937057421774,-0.00987242542603231,0.003594200653669964,0.005205055039406471,0.020254009879677737,-0.02311965825265072,4.596502872841619e-16,1.0579309565351248e-14,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,89,2.0,24,1.8307038456739428,0.9153519228369714,1.8334014355039017,1.8307038456739428,3414.109,0.002697589829958824,0.14735260628492053,-0.000270888700654943,0.0018047541621364772,0.021601167959978962,-0.009717958753483857,0.0036595549202995126,0.004903107099765045,0.017548690645665665,-0.019445466327021155,1.0122800619048002e-15,9.759435290619529e-15,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,93,2.0,24,1.8199041089501267,0.9099520544750633,1.8226186468867784,1.8199041089501267,3395.219,0.002714537936651773,0.14915829484102577,-0.00026594013806794097,0.0017760015898705254,0.021118578931624804,-0.009660563928012844,0.003673256086410525,0.005070481257559222,0.015321210844450484,-0.020677154529225916,-4.306319610667274e-16,1.0353094515442106e-14,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,97,2.0,24,1.8093079637028517,0.9046539818514259,1.8119883488394322,1.8093079637028517,3386.0,0.002680385136580421,0.14814421814044637,-0.00025945240275338015,0.0017616794635062348,0.020878007373304225,-0.009838290853274284,0.003682750608940058,0.00527522248739841,0.020412726688251448,-0.021530423822018196,-2.7479553316688956e-16,1.0532820895729879e-14,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,101,2.0,24,1.80460990458052,0.90230495229026,1.8072861539427407,1.80460990458052,3368.187,0.002676249362220773,0.14830071338009557,-0.00026402048583411096,0.0018999442790630856,0.022828863813506767,-0.009742129834980517,0.0037459935376359032,0.0050326623067587116,0.01667211775621036,-0.019514726467990684,1.5789838572446671e-16,9.821482674702658e-15,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,105,2.0,24,1.7993770651972192,0.8996885325986096,1.802096654615078,1.7993770651972192,3368.266,0.002719589417858881,0.15114060696115422,-0.00025851643261156016,0.0018033522541428802,0.02137569758943572,-0.009783247097199799,0.003705895495933626,0.004909801767598054,0.015254739023415453,-0.02074376420015689,-5.526443500356335e-16,1.0524552231686256e-14,2.842170943040401e-14,-4.263256414560601e-14,nasa_room_ambient
B0005,109,2.0,24,1.7884432335370462,0.8942216167685231,1.791134867872163,1.7884432335370462,3358.719,0.002691634335116877,0.15050152471395856,-0.00025069559863978455,0.0017521468936439234,0.020642519048379215,-0.009882619177513291,0.003607245538555584,0.005649327509721708,0.021118807468901712,-0.03280627220568285,-1.5833821409695826e-16,9.720083640514952e-15,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,113,2.0,24,1.7829230484252723,0.8914615242126361,1.7856347749034764,1.7829230484252723,3339.5,0.0027117264782041683,0.15209442048546298,-0.00025589599210743555,0.0018332643791132404,0.021706493739401894,-0.009906543170331877,0.003766101164895949,0.005390780569851364,0.016887207873342414,-0.023161858919261258,-2.388378943731429e-16,9.084739667016761e-15,1.4210854715202004e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,117,2.0,24,1.7730337158018288,0.8865168579009144,1.7757301766380897,1.7730337158018288,3331.265,0.002696460836260961,0.15208175751139202,-0.0002477063509501617,0.001781519695535897,0.02102526596613971,-0.009961022018972532,0.003755180487283593,0.0054260705787942285,0.017632930853578088,-0.02251343830791627,1.197543936674326e-16,1.0076066966668682e-14,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,121,2.0,24,1.773037755078937,0.8865188775394685,1.7758039234384475,1.773037755078937,3321.188,0.0027661683595106012,0.15601294172032165,-0.0002597703146608066,0.001928573811738991,0.022953572712825665,-0.009861029315209213,0.003876312822418306,0.00544921259382265,0.016792534269120196,-0.027651697460426245,1.2009172998762255e-16,1.1211849209263965e-14,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,125,2.0,24,1.7678721106662054,0.8839360553331027,1.7705998921668358,1.7678721106662054,3321.844,0.002727781500630355,0.15429744516996863,-0.00025224650004635607,0.001829990275183424,0.021543686406455625,-0.00983821600116716,0.0038281259491902424,0.004956787967165337,0.015947904324790763,-0.018732858236537083,5.203974966130311e-16,1.0786439255589832e-14,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,129,2.0,24,1.7623150704093087,0.8811575352046543,1.765049757885724,1.7623150704093087,3311.828,0.002734687476415365,0.1551758548929742,-0.00025207492486215157,0.0018270079172133947,0.021463829723625066,-0.009883566157337653,0.003782893950635165,0.0052458647874487774,0.02013547320651221,-0.0234536237824452,1.2043097216272884e-16,9.759863493948905e-15,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,133,2.0,24,1.7676172924938447,0.8838086462469223,1.7732246765124353,1.7676172924938447,3327.391,0.005607384018590622,0.3172283979344555,-0.0002538447052596596,0.0014410009323910487,0.0121515002190693,-0.006428602973228809,0.0037945449404688993,0.004819828680390064,0.01292400584020803,-0.020124144096125108,-7.939024980559779e-17,5.7685088809040296e-15,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,135,2.0,24,1.762668359743147,0.8813341798715735,1.7653828211650278,1.762668359743147,3312.078,0.0027144614218808094,0.15399728524521517,-0.00024683331436573626,0.0019159196063905572,0.022830847912232527,-0.00986475888490071,0.0037841203566317465,0.005428488515307919,0.018186830690204214,-0.021252118834671263,-1.0437350920769834e-15,9.556551558108248e-15,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,139,2.0,24,1.7517304870664143,0.8758652435332072,1.7544993249309933,1.7517304870664143,3293.172,0.0027688378645789324,0.15806300598306341,-0.0002465939256706792,0.0018887212576342114,0.022373102538887774,-0.010001014094576155,0.003894089348243672,0.0054750225433980735,0.0177123060831601,-0.022741862528284473,-7.266914343001025e-16,1.1004541254357013e-14,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,143,2.0,24,1.7418496047960008,0.8709248023980004,1.7446157131797881,1.7418496047960008,3275.328,0.0027661083837873246,0.1588029400570023,-0.0002445628476861021,0.001832110277112768,0.021609252797767015,-0.00996359224899443,0.0039022360122042458,0.005577952408502597,0.01901024470703372,-0.02477027518896091,8.120488408686859e-16,9.267679721715246e-15,2.842170943040401e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,147,2.0,24,1.7360913511847138,0.8680456755923569,1.7388520837477828,1.7360913511847138,3265.016,0.0027607325630689683,0.1590200055535693,-0.0002452935499736963,0.0018878188727609422,0.022251551565755895,-0.010065652466775987,0.003918429222408932,0.005633162688899374,0.018926548728992243,-0.025995281464262998,-5.700629398648369e-16,9.960050320935704e-15,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,149,2.0,24,1.7936240148573608,0.8968120074286804,1.7963173975047413,1.7936240148573608,3328.937,0.0026933826473805045,0.15016428332081055,-0.0002816021855382662,0.0018488902874056437,0.02171818082945512,-0.009568802141913468,0.0038051185911344523,0.0049602269038249635,0.013248979186918586,-0.020629307468631963,-4.390994434472529e-16,1.0615746491719682e-14,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,153,2.0,24,1.7831890223273275,0.8915945111636637,1.785874515494264,1.7831890223273275,3329.266,0.002685493166936448,0.15060058879408528,-0.0002619424424490142,0.0017793467696722676,0.020880728251900404,-0.009609231015477004,0.003750604816468586,0.004906459783833055,0.015806886559771804,-0.02120896657334148,-6.786082307821181e-16,1.0867340079332163e-14,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,157,2.0,24,1.7673642076278957,0.8836821038139479,1.7700664112503053,1.7673642076278957,3301.579,0.0027022036224095825,0.1528945539774397,-0.000257874937519909,0.0018116658659745222,0.02133565472237678,-0.009673919658338775,0.0038795899839652735,0.004996410735284958,0.017914251372423085,-0.019374025228132474,1.2479787426947935e-15,9.575672621211013e-15,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,161,2.0,24,1.7570177850353066,0.8785088925176533,1.7597687655933392,1.7570177850353066,3283.563,0.0027509805580325786,0.15657101376337512,-0.00026357298946287394,0.0018872062628988752,0.02225766680891436,-0.009732326998254215,0.00396637079680364,0.004958800535804168,0.01526279241468842,-0.021568698724288238,3.643808901333847e-16,9.557621145920447e-15,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,165,2.0,24,1.7468706179837907,0.8734353089918954,1.7496117960249558,1.7468706179837907,3275.125,0.0027411780411650266,0.15691935126419662,-0.0002554216113773121,0.0018510763203415754,0.021724479673494473,-0.009881362595016763,0.003946509366478101,0.004949882782784607,0.01543144590836043,-0.019647018641179903,-3.6542197839090866e-16,9.012370325131016e-15,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,169,2.0,24,1.7417172507457144,0.8708586253728572,1.7444741648635196,1.7417172507457144,3265.656,0.0027569141178052092,0.15828712247207974,-0.0002575131536196978,0.0019626177298416323,0.02321508903423261,-0.00992856958253574,0.003980022503889961,0.004999843544678314,0.015909557126411622,-0.02443534684623543,-5.700629398648369e-16,1.0189788608747769e-14,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,173,2.0,24,1.7364225056478186,0.8682112528239093,1.7391941317342015,1.7364225056478186,3266.093,0.002771626086382817,0.15961703314532819,-0.00025385311975234564,0.0019552613374479487,0.023097077643184888,-0.009904800928897839,0.004005066966260321,0.005159874683427214,0.016351245413565696,-0.02230521908227212,-6.922192841215876e-16,1.1027951097267183e-14,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,177,2.0,24,1.7263217239235826,0.8631608619617913,1.7290829904693379,1.7263217239235826,3257.594,0.0027612665457552588,0.15995086590693272,-0.00024660495755303804,0.0019426588150645357,0.02301399563827139,-0.009745086308170114,0.0038974176960733854,0.005539034406032364,0.018393251872256933,-0.020973957449075535,5.717010517610001e-16,1.0261084033364319e-14,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,181,2.0,24,1.7158065389330133,0.8579032694665066,1.718565366420058,1.7158065389330133,3248.593,0.0027588274870447016,0.1607889598532652,-0.00024104500398364575,0.0018912330357522453,0.022253598688921378,-0.009987317781943783,0.003888998735088914,0.005450711754950328,0.01794882223373051,-0.02155688252710397,2.047673590086744e-16,1.1026907655409022e-14,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,185,2.0,24,1.710533351135192,0.855266675567596,1.7133029025138946,1.710533351135192,3238.766,0.002769551378702717,0.1619115685095944,-0.00024262414544466663,0.0019173913110348986,0.02248428367065458,-0.01004550748567487,0.003971877267546671,0.005202611392239895,0.014084634569804244,-0.022287079924726116,1.6428733774800003e-16,1.0018160493168101e-14,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,189,2.0,24,1.706014499648521,0.8530072498242605,1.708761956923485,1.706014499648521,3240.14,0.0027474572749641712,0.1610453648272164,-0.00023766096524995968,0.001939815687292582,0.022920143700134538,-0.009828541094647092,0.003956313237210229,0.005487159510041281,0.016420029260845848,-0.022180635754451616,9.035803576140002e-16,9.43758903726338e-15,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,193,2.0,24,1.7003110272642588,0.8501555136321294,1.7030735585326295,1.7003110272642588,3230.109,0.0027625312683707826,0.16247211387057808,-0.00023831146254227646,0.0019247745065467314,0.022590155050891653,-0.010034280500801601,0.003905390248813846,0.005421309305579306,0.021903873595236156,-0.02124601515300384,-4.1190883232469576e-16,9.423624303281044e-15,1.4210854715202004e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,197,2.0,24,1.6945798601797895,0.8472899300898947,1.6973264723999277,1.6945798601797895,3229.7810000000027,0.002746612220138278,0.16208219421697076,-0.00023672099192036857,0.0019826454053478767,0.023435854584558824,-0.009978622057081693,0.0038537213591465507,0.005783450027831878,0.019947764133178003,-0.021648771690454448,2.88336182627287e-16,9.459206298550194e-15,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,201,2.0,24,1.6849029086609286,0.8424514543304643,1.6876344346319543,1.6849029086609286,3212.469,0.002731525971025661,0.16211770761298838,-0.00023459618157258352,0.0019445689612638184,0.022823531707234307,-0.010108780047118099,0.0038891443906778904,0.005521469038194612,0.01426776685257769,-0.018840895782941347,4.143106330962683e-16,1.0343337768446995e-14,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,205,2.0,24,1.6744741591159717,0.8372370795579859,1.6772671901671186,1.6744741591159717,3213.219,0.0027930310511468104,0.16680048694339802,-0.00022611737251067987,0.0018744293478362654,0.021939044295499005,-0.010024203326326336,0.003816996016928195,0.006000104944429396,0.018343657072411368,-0.019948975784446807,1.242931899288805e-16,9.795621220188976e-15,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,209,2.0,24,1.6745692479879102,0.8372846239939551,1.6773023353506435,1.6745692479879102,3203.578,0.0027330873627333663,0.16321136710335063,-0.00023340359795566936,0.00197660699866241,0.023187251833251044,-0.010155692575443354,0.003975125185654921,0.005389234721508601,0.016333084130566444,-0.016667787877978846,-9.97252962470316e-16,1.0087177975907336e-14,1.4210854715202004e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,213,2.0,24,1.663716375981405,0.8318581879907025,1.6664388222173596,1.663716375981405,3195.125,0.002722446235954523,0.16363643919466664,-0.00022576635996907228,0.0019020874818782222,0.022381709853315085,-0.009913242603046823,0.003718582739058911,0.005939789561567454,0.01692930665621528,-0.02241113836736619,4.167406074839297e-17,9.39359583190378e-15,2.842170943040401e-14,-1.4210854715202004e-14,nasa_room_ambient
B0005,215,2.0,24,1.659013868748246,0.829506934374123,1.6617928350974758,1.659013868748246,3195.3129999999946,0.0027789663492296945,0.1675071198365853,-0.00022678310553200752,0.001893115431346851,0.022069739493762203,-0.010181202324488742,0.003833700817062816,0.005585638018164684,0.014860611906411414,-0.016764175150123295,-8.334812149678595e-17,9.611451536056232e-15,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
B0005,219,2.0,24,1.6538540573335014,0.8269270286667507,1.6566588646799771,1.6538540573335014,3186.297,0.0028048073464757017,0.16959219188891886,-0.0002280130741161425,0.001989035036177573,0.023355458101897902,-0.010117111190764222,0.00391553336644393,0.005658255026376847,0.015201832035625085,-0.0167174080593675,8.359326303060002e-17,1.0048244027424165e-14,2.842170943040401e-14,-2.842170943040401e-14,nasa_room_ambient
